Javier Viquez T,2012-05-18,8:00:00,GoPato,GTM-FB2WQHTD8DWP5D,3,Guatemala,398
Juan Gomez H,2012-05-19,11:00:00,UPS,GTM-XRPIJJUXI6WQIA,1,Guatemala,406
Melissa Hernandez C,2012-05-19,13:00:00,GoPato,GTM-OVQ0VIIJJBM0DA,1,Guatemala,352
Melissa Hernandez C,2012-05-19,12:00:00,FedEx,GTM-S7DWZULQI5V84K,3,Guatemala,12
Pedro Rodriguez O,2012-05-20,10:00:00,FedEx,PAN-NI2NZOCZWAULOV,2,Panama,42
Juan Gomez H,2012-05-20,11:00:00,UPS,NIC-JU11OGZDGQ4NWW,2,Nicaragua,330
Pedro Rodriguez O,2012-05-20,12:00:00,GoPato,CRC-E54NV9SH97THTU,2,Costa Rica,319
Pedro Rodriguez O,2012-05-20,10:00:00,DHL,PAN-WLUUCP1TRIXQBK,3,Panama,433
Pedro Rodriguez O,2012-05-21,12:00:00,UPS,PAN-4571IAZYILB5AS,2,Panama,23
Victor Arias B,2012-05-21,8:00:00,UPS,PAN-BDJWU93Y513ZAB,3,Panama,68
Melissa Hernandez C,2012-05-21,12:00:00,FedEx,GTM-WSLHDYBXLCYJK8,3,Guatemala,139
Pedro Rodriguez O,2012-05-21,7:00:00,FedEx,PAN-AMNMG4GT23KMST,2,Panama,434
Victor Arias B,2012-05-22,7:00:00,GoPato,NIC-7JRV6QCN1YQR5D,1,Nicaragua,392
Javier Viquez T,2012-05-22,10:00:00,FedEx,GTM-Z0X7KP2HISAUNJ,2,Guatemala,393
Melissa Hernandez C,2012-05-22,9:00:00,UPS,GTM-AMZBLBW74DN7JG,2,Guatemala,162
Juan Gomez H,2012-05-22,10:00:00,GoPato,GTM-LLP22LABFTBS3R,1,Guatemala,158
Pedro Rodriguez O,2012-05-22,13:00:00,GoPato,NIC-PGVBFAX99FBX4A,1,Nicaragua,145
Pedro Rodriguez O,2012-05-23,13:00:00,DHL,GTM-BH02SRHM5K8Y8I,1,Guatemala,251
Javier Viquez T,2012-05-23,11:00:00,UPS,GTM-2IHXP94BUN1BYS,1,Guatemala,57
Victor Arias B,2012-05-23,9:00:00,GoPato,GTM-2QP3BYWZ8B3S25,1,Guatemala,290
Javier Viquez T,2012-05-23,7:00:00,DHL,CRC-KTDWCGWNJ6EC9Y,2,Costa Rica,177
Pedro Rodriguez O,2012-05-23,10:00:00,GoPato,CRC-217YJ4XO90X736,1,Costa Rica,331
Javier Viquez T,2012-05-23,9:00:00,GoPato,PAN-HI47LMTIKKHZ53,1,Panama,421
Javier Viquez T,2012-05-23,10:00:00,GoPato,PAN-7AHRJ6N9ESCS2T,2,Panama,185
Javier Viquez T,2012-05-24,12:00:00,FedEx,GTM-NGEET6DYR22KF1,1,Guatemala,258
Javier Viquez T,2012-05-24,9:00:00,DHL,GTM-P6CVDOXUHM9RVW,1,Guatemala,49
Victor Arias B,2012-05-24,9:00:00,Correos de Costa Rica,GTM-T3W05C2JBV8HCY,1,Guatemala,430
Melissa Hernandez C,2012-05-24,9:00:00,Correos de Costa Rica,PAN-L04SO69IQVEAZE,3,Panama,404
Victor Arias B,2012-05-25,13:00:00,DHL,CRC-6F0HKZE3BIGMCO,3,Costa Rica,183
Juan Gomez H,2012-05-25,8:00:00,DHL,PAN-XRQB3FT0QNDV4U,1,Panama,363
Melissa Hernandez C,2012-05-25,13:00:00,Correos de Costa Rica,NIC-F2YR2M6FJMV6QB,1,Nicaragua,10
Juan Gomez H,2012-05-26,12:00:00,FedEx,GTM-LYS1Z50YYHWBBG,2,Guatemala,375
Javier Viquez T,2012-05-26,9:00:00,GoPato,PAN-MEPF3J77CKMODI,3,Panama,228
Victor Arias B,2012-05-26,11:00:00,GoPato,PAN-4Y2GZHLKGCJYOB,3,Panama,303
Javier Viquez T,2012-05-26,12:00:00,UPS,CRC-K51WLVFQNTRULK,2,Costa Rica,250
Melissa Hernandez C,2012-05-27,8:00:00,DHL,CRC-FYET4HY5LNT0GS,1,Costa Rica,177
Pedro Rodriguez O,2012-05-27,10:00:00,DHL,GTM-CZBH7N01BG9C6N,2,Guatemala,71
Pedro Rodriguez O,2012-05-27,9:00:00,UPS,CRC-9BWOW75WA7LV6E,3,Costa Rica,45
Juan Gomez H,2012-05-27,10:00:00,DHL,NIC-IBRMIQJBXZM5ZJ,1,Nicaragua,10
Javier Viquez T,2012-05-28,8:00:00,GoPato,GTM-ZYKUDE9Z2Y7FDC,2,Guatemala,260
Juan Gomez H,2012-05-28,13:00:00,FedEx,CRC-TIEYFSDZB425LC,3,Costa Rica,426
Javier Viquez T,2012-05-28,9:00:00,FedEx,PAN-GR5QEPVHAS0W3E,1,Panama,155
Juan Gomez H,2012-05-28,13:00:00,GoPato,GTM-O6HTAHXKSCMXJW,2,Guatemala,237
Pedro Rodriguez O,2012-05-29,7:00:00,FedEx,GTM-OVSCBSFL5VMLUS,1,Guatemala,359
Javier Viquez T,2012-05-29,10:00:00,FedEx,NIC-KJAZA6CMWDI60J,3,Nicaragua,291
Javier Viquez T,2012-05-29,10:00:00,GoPato,GTM-L9H3BKK8LV8QHD,1,Guatemala,359
Victor Arias B,2012-05-29,11:00:00,FedEx,GTM-6CWE7TNIU48CI9,2,Guatemala,232
Pedro Rodriguez O,2012-05-30,12:00:00,GoPato,NIC-UOUNS07XIDPXNB,3,Nicaragua,114
Juan Gomez H,2012-05-30,7:00:00,UPS,GTM-WT9636XQZRWNAX,3,Guatemala,34
Pedro Rodriguez O,2012-05-30,13:00:00,GoPato,NIC-AD31143CC6XOR5,2,Nicaragua,292
Juan Gomez H,2012-05-30,11:00:00,Correos de Costa Rica,PAN-MURC9IYDAIUZQE,2,Panama,179
Victor Arias B,2012-05-31,10:00:00,FedEx,NIC-0X7QEXMN6ONSBW,3,Nicaragua,286
Victor Arias B,2012-05-31,7:00:00,FedEx,NIC-LTII33C2Z39WXO,3,Nicaragua,7
Victor Arias B,2012-05-31,12:00:00,FedEx,CRC-BYGDIOHYY4B1LL,1,Costa Rica,55
Juan Gomez H,2012-06-01,7:00:00,UPS,PAN-I8K7UMOEISI728,3,Panama,335
Melissa Hernandez C,2012-06-01,13:00:00,Correos de Costa Rica,NIC-GFPP5M4IREMZLU,1,Nicaragua,286
Javier Viquez T,2012-06-01,10:00:00,Correos de Costa Rica,PAN-2NVZAG8ER57TM6,3,Panama,301
Javier Viquez T,2012-06-01,7:00:00,UPS,GTM-KBR9XCJM5A6L97,1,Guatemala,311
Javier Viquez T,2012-06-01,7:00:00,FedEx,PAN-E31OG007QG4PG7,1,Panama,344
Pedro Rodriguez O,2012-06-01,8:00:00,GoPato,PAN-CU9NDNR367CNMP,3,Panama,14
Javier Viquez T,2012-06-02,12:00:00,FedEx,PAN-VW56H96CHV1RES,2,Panama,191
Melissa Hernandez C,2012-06-02,12:00:00,FedEx,NIC-ZWLFR46EXLCZC0,3,Nicaragua,278
Victor Arias B,2012-06-03,9:00:00,GoPato,PAN-447TZNLXLC6CD0,3,Panama,112
Melissa Hernandez C,2012-06-03,11:00:00,FedEx,PAN-YB4SP7550405YE,1,Panama,284
Juan Gomez H,2012-06-03,8:00:00,Correos de Costa Rica,NIC-YQBIS3ISW1WE6X,3,Nicaragua,317
Pedro Rodriguez O,2012-06-04,11:00:00,UPS,CRC-JI0T7EDQL57OQN,1,Costa Rica,206
Victor Arias B,2012-06-04,7:00:00,UPS,NIC-U51AGEAV0EJMLI,1,Nicaragua,330
Pedro Rodriguez O,2012-06-04,13:00:00,UPS,GTM-4KEX5DWNS17412,1,Guatemala,195
Juan Gomez H,2012-06-04,13:00:00,DHL,CRC-DZCF7ET9R38V7K,2,Costa Rica,273
Juan Gomez H,2012-06-04,11:00:00,FedEx,GTM-8IKTVAL8KEMYNF,3,Guatemala,258
Victor Arias B,2012-06-05,13:00:00,FedEx,PAN-01E8RM7MUWT5PH,3,Panama,14
Javier Viquez T,2012-06-05,8:00:00,GoPato,GTM-2HM2P1NIVV3K86,1,Guatemala,329
Javier Viquez T,2012-06-05,13:00:00,UPS,CRC-CXJ9YZQ09XY8PT,3,Costa Rica,386
Victor Arias B,2012-06-05,13:00:00,DHL,NIC-8NZJE7KJPH678H,3,Nicaragua,243
Victor Arias B,2012-06-06,11:00:00,DHL,GTM-VZWEJ6KH7HN11Z,3,Guatemala,441
Pedro Rodriguez O,2012-06-06,8:00:00,FedEx,CRC-UWQ41LC9KP8ZFB,1,Costa Rica,353
Melissa Hernandez C,2012-06-06,9:00:00,FedEx,NIC-APPWHFJT55M14S,2,Nicaragua,243
Javier Viquez T,2012-06-06,8:00:00,GoPato,PAN-3SRLJUVIQYSSTG,1,Panama,175
Victor Arias B,2012-06-07,7:00:00,UPS,PAN-W97SG4M6B08AX9,2,Panama,433
Melissa Hernandez C,2012-06-07,12:00:00,FedEx,GTM-9KGRLM30R8SMM2,2,Guatemala,116
Javier Viquez T,2012-06-07,12:00:00,Correos de Costa Rica,PAN-JANORH57DM5UG7,3,Panama,323
Pedro Rodriguez O,2012-06-08,9:00:00,Correos de Costa Rica,NIC-BMUKCST1HZPYE3,1,Nicaragua,448
Javier Viquez T,2012-06-08,9:00:00,DHL,CRC-AAYFE0NOJ9D96I,3,Costa Rica,364
Juan Gomez H,2012-06-08,12:00:00,DHL,GTM-T831K24QGZXB6L,3,Guatemala,15
Juan Gomez H,2012-06-08,10:00:00,DHL,CRC-WG6DG9SRXTEXS9,2,Costa Rica,61
Melissa Hernandez C,2012-06-09,10:00:00,Correos de Costa Rica,GTM-ENSCPMNV3CHLM8,1,Guatemala,195
Pedro Rodriguez O,2012-06-09,12:00:00,GoPato,CRC-CFVQW2BXJVVF2Y,3,Costa Rica,436
Melissa Hernandez C,2012-06-09,12:00:00,DHL,GTM-DG2KV2VS4ZS4EU,1,Guatemala,71
Pedro Rodriguez O,2012-06-09,7:00:00,UPS,NIC-K6YTDI6HGQVLWD,3,Nicaragua,115
Victor Arias B,2012-06-09,11:00:00,GoPato,PAN-70NY3ONA3CTGBU,1,Panama,184
Victor Arias B,2012-06-09,12:00:00,FedEx,PAN-BQQTKQZTBJPPU7,1,Panama,422
Pedro Rodriguez O,2012-06-10,10:00:00,FedEx,PAN-7FT7EX6Q1CP4H1,1,Panama,187
Melissa Hernandez C,2012-06-10,8:00:00,DHL,PAN-BMZ186O2SKPB97,1,Panama,362
Melissa Hernandez C,2012-06-10,9:00:00,GoPato,CRC-XXGUJK580HX654,3,Costa Rica,8
Victor Arias B,2012-06-10,9:00:00,FedEx,CRC-41E5M83VZKZDS8,3,Costa Rica,96
Juan Gomez H,2012-06-11,13:00:00,UPS,GTM-7OO1UJ2IXNEFDS,1,Guatemala,134
Melissa Hernandez C,2012-06-11,9:00:00,FedEx,NIC-38IDZXI5NVMF15,3,Nicaragua,38
Victor Arias B,2012-06-11,13:00:00,UPS,CRC-F4OU98QDYNK5Q6,2,Costa Rica,186
Juan Gomez H,2012-06-11,11:00:00,DHL,PAN-ZIYZUGZLDGHY0P,2,Panama,281
Juan Gomez H,2012-06-12,7:00:00,DHL,GTM-QSHP637O1DAIXS,2,Guatemala,195
Victor Arias B,2012-06-12,13:00:00,Correos de Costa Rica,GTM-HJDVTMBEVVQFWF,1,Guatemala,199
Juan Gomez H,2012-06-12,9:00:00,FedEx,GTM-6KOBY5A20XV84Q,3,Guatemala,272
Javier Viquez T,2012-06-12,8:00:00,UPS,CRC-2X7A54XB9CGBLW,2,Costa Rica,40
Javier Viquez T,2012-06-12,10:00:00,UPS,CRC-OE9YYI1EFZ0IYK,1,Costa Rica,295
Javier Viquez T,2012-06-12,10:00:00,DHL,PAN-H0T890MPEB1TBZ,2,Panama,421
Javier Viquez T,2012-06-13,9:00:00,DHL,GTM-PJHGLD05Q82T2F,1,Guatemala,93
Juan Gomez H,2012-06-13,10:00:00,UPS,CRC-7JYUOQXWPIDUQS,1,Costa Rica,287
Pedro Rodriguez O,2012-06-13,12:00:00,DHL,GTM-9F1LDFI61K3TII,3,Guatemala,25
Melissa Hernandez C,2012-06-13,8:00:00,Correos de Costa Rica,CRC-CGHDGM69B8BP8W,1,Costa Rica,107
Pedro Rodriguez O,2012-06-13,12:00:00,UPS,CRC-W12TEKSKAJJQ05,1,Costa Rica,423
Pedro Rodriguez O,2012-06-13,9:00:00,FedEx,CRC-PTSLEAG3Y0RQW0,3,Costa Rica,160
Pedro Rodriguez O,2012-06-14,8:00:00,GoPato,NIC-0KPZ01J0OHVIAW,1,Nicaragua,182
Juan Gomez H,2012-06-14,8:00:00,GoPato,GTM-7651F1IXIIDYC2,1,Guatemala,98
Victor Arias B,2012-06-14,8:00:00,UPS,CRC-IT0Z1P4BYEQ8MI,1,Costa Rica,336
Melissa Hernandez C,2012-06-14,8:00:00,FedEx,CRC-WA76PHL2JV9SIC,1,Costa Rica,338
Victor Arias B,2012-06-14,11:00:00,Correos de Costa Rica,GTM-HVORU0W3Y14H36,3,Guatemala,105
Juan Gomez H,2012-06-14,10:00:00,UPS,PAN-1HGG5WXPNV071R,1,Panama,400
Melissa Hernandez C,2012-06-14,8:00:00,FedEx,PAN-G2L9LHTSJZVJSF,2,Panama,335
Javier Viquez T,2012-06-15,10:00:00,Correos de Costa Rica,CRC-TJ86GQ9C4K8RLJ,3,Costa Rica,254
Juan Gomez H,2012-06-15,12:00:00,FedEx,GTM-C9IB0103XHTN30,2,Guatemala,296
Pedro Rodriguez O,2012-06-15,13:00:00,GoPato,PAN-LKV98GASQ9CS4B,1,Panama,192
Javier Viquez T,2012-06-16,7:00:00,Correos de Costa Rica,CRC-NGWIYSHZ04M4NE,2,Costa Rica,275
Melissa Hernandez C,2012-06-16,10:00:00,FedEx,GTM-I48FLIP6AVNVYV,2,Guatemala,398
Melissa Hernandez C,2012-06-16,7:00:00,UPS,NIC-R3NB5AJBJFPC2G,2,Nicaragua,166
Juan Gomez H,2012-06-16,11:00:00,DHL,PAN-0CD5GOLWQL9RPS,3,Panama,151
Pedro Rodriguez O,2012-06-17,12:00:00,UPS,PAN-MKEZ2QQ6TLNE3T,3,Panama,175
Victor Arias B,2012-06-17,7:00:00,GoPato,NIC-VKEOPE3X5Z0YAI,1,Nicaragua,324
Juan Gomez H,2012-06-17,10:00:00,FedEx,PAN-AZA1T41IJUM50S,3,Panama,390
Melissa Hernandez C,2012-06-17,9:00:00,Correos de Costa Rica,NIC-K9LFF7MXYM1HRP,3,Nicaragua,10
Melissa Hernandez C,2012-06-18,8:00:00,DHL,NIC-RXUFU7I7D1SH58,2,Nicaragua,29
Juan Gomez H,2012-06-18,8:00:00,DHL,CRC-X92X1QKTAZ7PN5,1,Costa Rica,338
Pedro Rodriguez O,2012-06-18,13:00:00,DHL,CRC-9KA32A3OUOQAA6,2,Costa Rica,377
Victor Arias B,2012-06-18,11:00:00,GoPato,GTM-YBA48OEQTG4KUX,3,Guatemala,16
Javier Viquez T,2012-06-18,7:00:00,UPS,GTM-Q2H9U5PJGNZ30T,1,Guatemala,405
Victor Arias B,2012-06-18,12:00:00,FedEx,GTM-OCGCROECOZGN0D,3,Guatemala,60
Pedro Rodriguez O,2012-06-19,12:00:00,Correos de Costa Rica,NIC-JTB5ANA9ENTWWU,3,Nicaragua,26
Juan Gomez H,2012-06-19,8:00:00,Correos de Costa Rica,GTM-15W0CJEOBL75W1,3,Guatemala,141
Juan Gomez H,2012-06-19,10:00:00,FedEx,CRC-B05944T7J4ZMHR,2,Costa Rica,96
Pedro Rodriguez O,2012-06-19,8:00:00,GoPato,NIC-MEI66RQIOAEQ3W,3,Nicaragua,67
Pedro Rodriguez O,2012-06-20,11:00:00,GoPato,PAN-7NRDOYR2SHPPQ7,1,Panama,42
Pedro Rodriguez O,2012-06-20,7:00:00,UPS,GTM-L1KQO60RI5YPX6,1,Guatemala,231
Pedro Rodriguez O,2012-06-20,8:00:00,Correos de Costa Rica,CRC-P1I2FWBFXXDT6J,1,Costa Rica,337
Pedro Rodriguez O,2012-06-20,9:00:00,FedEx,NIC-49LV206J5JC74K,2,Nicaragua,149
Victor Arias B,2012-06-20,9:00:00,FedEx,PAN-VQLU69PVLWRYJ0,3,Panama,82
Pedro Rodriguez O,2012-06-20,13:00:00,Correos de Costa Rica,GTM-UZG9E0NX8BOOIN,1,Guatemala,398
Pedro Rodriguez O,2012-06-21,13:00:00,GoPato,CRC-CF9Y95FM4OBW4P,2,Costa Rica,321
Melissa Hernandez C,2012-06-21,7:00:00,Correos de Costa Rica,CRC-USFIWAZK7MDVBL,2,Costa Rica,169
Melissa Hernandez C,2012-06-21,12:00:00,Correos de Costa Rica,PAN-Z6QZBA1BPCJGFC,2,Panama,328
Juan Gomez H,2012-06-21,13:00:00,DHL,GTM-Z07MQQ6H5A10QH,3,Guatemala,19
Victor Arias B,2012-06-21,11:00:00,FedEx,PAN-U7CCQWEZV9ONG6,2,Panama,422
Victor Arias B,2012-06-22,7:00:00,GoPato,PAN-QM3TPJBT4IWMI7,2,Panama,203
Pedro Rodriguez O,2012-06-22,10:00:00,Correos de Costa Rica,GTM-GDDM9RXH14T5EU,3,Guatemala,359
Victor Arias B,2012-06-22,10:00:00,FedEx,GTM-43X5ZTGTGFUKCV,3,Guatemala,94
Victor Arias B,2012-06-23,9:00:00,DHL,PAN-VO9455XQPNEHA4,1,Panama,68
Juan Gomez H,2012-06-23,11:00:00,DHL,GTM-YEEINX92IDXXIL,2,Guatemala,405
Victor Arias B,2012-06-23,9:00:00,UPS,GTM-N4AZNH3H5JZQH6,1,Guatemala,195
Melissa Hernandez C,2012-06-23,13:00:00,UPS,PAN-823OMR0O8KFVV7,1,Panama,408
Pedro Rodriguez O,2012-06-23,12:00:00,DHL,NIC-K2I5YDK18RL50F,1,Nicaragua,132
Javier Viquez T,2012-06-23,8:00:00,UPS,GTM-DQSNMHZ4WPL17V,2,Guatemala,238
Javier Viquez T,2012-06-24,8:00:00,GoPato,NIC-KWXTDUG4HBIQL1,1,Nicaragua,150
Melissa Hernandez C,2012-06-24,12:00:00,GoPato,NIC-ELVME3X4VO6PIZ,2,Nicaragua,304
Melissa Hernandez C,2012-06-24,8:00:00,GoPato,GTM-ZIDJ5BI8XB6T9U,1,Guatemala,46
Melissa Hernandez C,2012-06-24,12:00:00,FedEx,GTM-I126YHXQITK9LZ,1,Guatemala,300
Melissa Hernandez C,2012-06-24,7:00:00,Correos de Costa Rica,NIC-1Q1GFNDK7MOREF,3,Nicaragua,409
Melissa Hernandez C,2012-06-25,7:00:00,FedEx,GTM-QGQVKZI5ON3OG5,1,Guatemala,78
Victor Arias B,2012-06-25,13:00:00,Correos de Costa Rica,PAN-TNIMGVGUPJ5Y1R,1,Panama,203
Melissa Hernandez C,2012-06-25,9:00:00,Correos de Costa Rica,GTM-6MGJU2WPR4FG5T,2,Guatemala,80
Victor Arias B,2012-06-25,12:00:00,DHL,NIC-QO3FIER0PCTEW5,1,Nicaragua,317
Javier Viquez T,2012-06-25,12:00:00,DHL,GTM-8NIUJHDKMDVR3F,3,Guatemala,265
Javier Viquez T,2012-06-26,9:00:00,DHL,CRC-JKZ51OSBRFX7MC,3,Costa Rica,63
Juan Gomez H,2012-06-26,9:00:00,DHL,CRC-TGMNO4SQQUK8Y0,1,Costa Rica,353
Juan Gomez H,2012-06-26,10:00:00,Correos de Costa Rica,CRC-VT64Q4AKN7XOU6,2,Costa Rica,273
Pedro Rodriguez O,2012-06-27,12:00:00,GoPato,GTM-9K5M24CIJWFJYD,3,Guatemala,49
Melissa Hernandez C,2012-06-27,12:00:00,Correos de Costa Rica,GTM-5HTWYSC2PXMQ09,1,Guatemala,121
Victor Arias B,2012-06-27,13:00:00,Correos de Costa Rica,PAN-PCR0RBCDW56RXT,2,Panama,127
Victor Arias B,2012-06-27,13:00:00,GoPato,GTM-GAQ53D3QLVZKYT,2,Guatemala,322
Melissa Hernandez C,2012-06-27,7:00:00,DHL,NIC-KDMLC63L3CT1AO,1,Nicaragua,150
Victor Arias B,2012-06-28,7:00:00,Correos de Costa Rica,CRC-5SSMWHY8QKRUZR,1,Costa Rica,425
Pedro Rodriguez O,2012-06-28,12:00:00,UPS,NIC-8PQV9WA4SLR1FP,1,Nicaragua,91
Javier Viquez T,2012-06-28,9:00:00,DHL,GTM-ZBENDNR4JWLGA8,2,Guatemala,128
Pedro Rodriguez O,2012-06-28,10:00:00,FedEx,CRC-4ZOZIN6NPJWPZF,2,Costa Rica,376
Juan Gomez H,2012-06-29,13:00:00,GoPato,GTM-K3DQ7Q24FLBOTE,2,Guatemala,289
Victor Arias B,2012-06-29,13:00:00,DHL,CRC-3W8FYEB51KQ2XN,1,Costa Rica,122
Melissa Hernandez C,2012-06-29,9:00:00,GoPato,GTM-6VPUQPO51RPYU1,1,Guatemala,164
Melissa Hernandez C,2012-06-29,12:00:00,Correos de Costa Rica,CRC-IL8POLOXUYMG09,2,Costa Rica,37
Victor Arias B,2012-06-29,9:00:00,FedEx,GTM-KM28GPZTWCOWRM,3,Guatemala,402
Javier Viquez T,2012-06-29,11:00:00,DHL,CRC-SL8J5N4AWO9VPJ,2,Costa Rica,261
Juan Gomez H,2012-06-30,8:00:00,DHL,PAN-P47DXLUYTAODKH,1,Panama,403
Pedro Rodriguez O,2012-06-30,12:00:00,Correos de Costa Rica,CRC-MMCFOQRGT42I0V,2,Costa Rica,190
Melissa Hernandez C,2012-06-30,10:00:00,FedEx,CRC-5756KT7JVLUYNV,1,Costa Rica,416
Pedro Rodriguez O,2012-06-30,9:00:00,DHL,CRC-DKY2Y3O5S9F973,2,Costa Rica,193
Juan Gomez H,2012-06-30,12:00:00,UPS,GTM-6V1B4GGC263L5W,3,Guatemala,120
Victor Arias B,2012-07-01,11:00:00,GoPato,PAN-WR4PXDYXQCWQXK,1,Panama,112
Victor Arias B,2012-07-01,10:00:00,GoPato,CRC-6GNUJDZYNBTZ83,1,Costa Rica,13
Melissa Hernandez C,2012-07-01,7:00:00,Correos de Costa Rica,GTM-H3SF5B2J18Q1YT,1,Guatemala,121
Javier Viquez T,2012-07-01,11:00:00,FedEx,PAN-4WAM9DX3YJNFJK,1,Panama,204
Melissa Hernandez C,2012-07-01,13:00:00,UPS,PAN-P52TF3K3YY0XQN,3,Panama,175
Victor Arias B,2012-07-02,10:00:00,DHL,CRC-HPI36I2F25MFWU,3,Costa Rica,331
Javier Viquez T,2012-07-02,7:00:00,FedEx,GTM-YU010IYDF31EMQ,1,Guatemala,32
Javier Viquez T,2012-07-02,9:00:00,UPS,GTM-DIJW9FUOM9MNZK,2,Guatemala,92
Pedro Rodriguez O,2012-07-03,13:00:00,DHL,GTM-R897KUDFF8W4HU,1,Guatemala,31
Javier Viquez T,2012-07-03,8:00:00,UPS,NIC-7J7Z66VLQP5RLW,3,Nicaragua,330
Javier Viquez T,2012-07-03,13:00:00,DHL,PAN-42UX3FOPQNKEIN,2,Panama,97
Javier Viquez T,2012-07-04,9:00:00,UPS,PAN-RRWBKBC0E9CS1J,1,Panama,14
Victor Arias B,2012-07-04,12:00:00,GoPato,PAN-6LLU4RJOJ2H1UU,2,Panama,276
Javier Viquez T,2012-07-04,7:00:00,UPS,CRC-WH0PNM47PT20OX,2,Costa Rica,280
Melissa Hernandez C,2012-07-04,7:00:00,Correos de Costa Rica,CRC-98SCPH5U111P1H,2,Costa Rica,364
